OrderID,OrderDate,ShippedDate,CustomerID,Freight
17592,2012-07-23 04:05:29,2012-08-09 09:19:38,GROSR,508.25
19313,2015-08-09 18:33:55,2015-08-31 21:00:47,FISSA,508.25
20558,2015-08-30 08:14:32,2015-09-18 10:34:07,TORTU,508.25
12366,2016-08-30 20:28:48,2016-09-13 07:46:37,CONSH,508.0
15309,2014-03-05 22:46:19,2014-03-24 09:54:56,ISLAT,508.0
17346,2013-12-21 16:44:32,2014-01-06 12:37:46,GREAL,508.0
17954,2021-04-18 19:29:00,2021-04-19 02:28:09,THEBI,508.0
19716,2013-01-01 09:01:34,2013-01-17 05:03:35,MAGAA,508.0
23242,2023-08-05 17:23:35,2023-08-11 01:09:28,LINOD,508.0
23442,2015-06-22 23:15:14,2015-07-05 07:48:39,LONEP,508.0
12763,2017-02-04 17:08:11,2017-02-15 12:19:25,PICCO,507.75
18143,2015-09-25 12:58:55,2015-09-28 10:20:05,BSBEV,507.75
19704,2014-08-02 17:31:46,2014-08-06 09:23:12,RICAR,507.75
22924,2014-07-24 05:12:45,2014-07-26 00:18:44,BLAUS,507.75
24052,2016-12-10 21:34:40,2016-12-11 02:10:02,GOURL,507.75
25043,2018-07-21 21:02:02,2018-07-28 06:17:16,FRANK,507.75
16468,2020-12-06 06:16:12,2020-12-26 22:15:14,THECR,507.5
17150,2019-05-05 02:04:52,2019-05-07 20:33:56,SANTG,507.5
18978,2021-01-19 04:24:23,2021-02-05 22:03:11,NORTS,507.5
19237,2018-05-30 13:40:12,2018-06-02 03:31:19,CACTU,507.5
20274,2022-11-13 09:15:02,2022-11-16 08:10:17,BLONP,507.5
20516,2015-09-10 15:39:56,2015-09-19 18:41:59,ROMEY,507.5
19710,2015-05-01 05:31:04,2015-05-01 11:16:48,TORTU,507.25
24150,2021-08-17 13:50:28,2021-08-18 19:17:10,FRANS,507.25
13064,2018-02-14 04:49:38,2018-02-23 07:00:26,DRACD,507.0
15389,2013-05-23 04:22:58,2013-06-01 23:44:10,WELLI,507.0
15999,2020-05-05 22:07:49,2020-05-13 18:37:23,VINET,507.0
19093,2013-07-11 01:05:17,2013-07-28 19:54:46,GREAL,507.0
19427,2014-03-26 03:11:53,2014-03-28 05:19:36,BLONP,507.0
20868,2018-03-20 18:40:09,2018-03-21 12:06:35,COMMI,507.0
23899,2014-08-15 03:45:13,2014-08-22 06:35:31,HUNGO,507.0
24872,2013-07-27 22:44:13,2013-08-01 22:46:03,AROUT,507.0
18368,2016-03-05 14:09:35,2016-03-12 09:26:53,ISLAT,506.75
19481,2013-06-02 14:49:44,2013-06-20 07:08:36,WANDK,506.75
11762,2017-12-20 08:46:48,2018-01-05 02:49:47,LAUGB,506.5
16759,2018-05-08 13:40:29,2018-05-17 11:28:08,LAMAI,506.5
20187,2016-12-03 01:26:24,2016-12-07 22:07:44,BLAUS,506.5
22002,2019-10-16 22:30:46,2019-10-18 05:18:34,PERIC,506.5
14417,2019-11-08 16:21:36,2019-11-28 03:55:50,PERIC,506.25
18324,2017-06-14 06:07:57,2017-06-19 13:02:12,WELLI,506.25
20244,2013-12-22 22:10:37,2014-01-05 09:33:02,FRANS,506.25
19299,2015-11-29 13:34:38,2015-12-12 05:21:24,WHITC,506.0
25087,2012-08-31 03:32:52,2012-09-10 20:44:51,HILAA,506.0
13405,2014-08-30 05:11:35,2014-09-23 09:05:20,PICCO,505.75
15173,2023-07-16 07:54:00,2023-07-18 03:45:40,WELLI,505.75
22797,2022-12-17 04:04:53,2022-12-19 21:28:25,WELLI,505.75
24092,2017-01-19 06:52:39,2017-01-26 01:32:14,WILMK,505.75
25100,2018-07-01 12:27:31,2018-07-03 07:04:50,RATTC,505.75
15387,2015-09-11 14:31:05,2015-09-22 07:34:04,LILAS,505.5
16613,2013-01-30 09:50:00,2013-02-04 21:42:15,FRANR,505.5
18020,2014-06-05 20:59:51,2014-06-06 23:37:07,ANTON,505.5
18256,2017-01-24 08:49:50,2017-01-30 19:48:15,HANAR,505.5
12263,2013-07-30 15:15:24,2013-08-02 08:55:39,HUNGC,505.25
16924,2018-04-06 10:40:22,2018-04-11 20:36:04,TOMSP,505.25
18373,2015-12-21 12:23:19,2015-12-21 19:10:16,MEREP,505.25
24902,2019-07-27 17:42:51,2019-08-04 18:17:25,RICSU,505.0
25720,2019-01-08 17:16:25,2019-01-16 05:03:14,REGGC,505.0
13655,2018-11-20 06:09:50,2018-11-27 07:39:29,CONSH,504.75
16626,2017-05-23 02:33:59,2017-05-24 22:07:22,BSBEV,504.75
18942,2017-10-05 16:01:11,2017-10-18 06:51:26,LETSS,504.75
14037,2016-04-26 20:04:36,2016-05-02 11:37:51,LINOD,504.5
17285,2018-03-27 19:20:28,2018-03-31 08:16:27,ISLAT,504.5
19990,2013-12-17 04:27:49,2013-12-20 20:38:00,GALED,504.5
22900,2023-04-28 20:12:06,2023-05-01 02:16:36,VALON,504.5
25995,2023-10-19 23:28:45,2023-10-25 07:44:30,FRANK,504.5
16255,2016-09-07 00:36:06,2016-09-29 20:02:36,FURIB,504.25
18952,2018-12-14 03:03:24,2018-12-14 09:21:24,WARTH,504.25
